id:ID,name,type:LABEL
Q96LT4,Sphingomyelin synthase-related protein 1,Protein
Q96LT7,Guanine nucleotide exchange factor C9orf72,Protein
105550,Frontotemporal dementia and/or amyotrophic lateral sclerosis 1,Disease
Q96LT9,RNA-binding region-containing protein 3,Protein
618160,"Pituitary hormone deficiency, combined or isolated, 7",Disease
Q96LW4,DNA-directed primase/polymerase protein,Protein
615420,"Myopia 22, autosomal dominant",Disease
Q96LW7,Caspase recruitment domain-containing protein 19,Protein
Q96LX7,Coiled-coil domain-containing protein 17,Protein
Q96LX8,Zinc finger protein 597,Protein
Q96LZ3,Calcineurin subunit B type 2,Protein
Q96LZ7,Regulator of microtubule dynamics protein 2,Protein
Q96M02, E3 ubiquitin-conjugating enzyme FATS,Protein
Q96M11,Centriolar and ciliogenesis-associated protein HYLS1,Protein
236680,Hydrolethalus syndrome 1,Disease
Q96M27,Protein PRRC1,Protein
Q96M29,Tektin-5,Protein
Q96M32,Adenylate kinase 7,Protein
617965,Spermatogenic failure 27,Disease
Q96M61,Melanoma-associated antigen B18,Protein
Q96M63,Outer dynein arm-docking complex subunit 1,Protein
615067,"Ciliary dyskinesia, primary, 20",Disease
Q96M86,Dynein heavy chain domain-containing protein 1,Protein
619712,Spermatogenic failure 65,Disease
Q96M91,Cilia- and flagella-associated protein 53,Protein
614779,"Heterotaxy, visceral, 6, autosomal",Disease
Q96M94,Kelch-like protein 15,Protein
300982,"Intellectual developmental disorder, X-linked 103",Disease
Q96M96,"FYVE, RhoGEF and PH domain-containing protein 4",Protein
609311,Charcot-Marie-Tooth disease 4H,Disease
Q96M98,Parkin coregulated gene protein,Protein
Q96MA6,Adenylate kinase 8,Protein
Q96MB7,Putative nuclease HARBI1,Protein
Q96MC2,Dynein regulatory complex protein 1,Protein
615294,"Ciliary dyskinesia, primary, 21",Disease
620222,Spermatogenic failure 80,Disease
Q96MD2,KICSTOR subunit 2,Protein
Q96MF2,SH3 and cysteine-rich domain-containing protein 3,Protein
255995,Congenital myopathy 13,Disease
Q96MF7,E3 SUMO-protein ligase NSE2,Protein
617253,Seckel syndrome 10,Disease
Q96MG2,Junctional sarcoplasmic reticulum protein 1,Protein
Q96MG7,Non-structural maintenance of chromosomes element 3 homolog,Protein
617241,"Lung disease, immunodeficiency, and chromosome breakage syndrome",Disease
Q96MG8,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,Protein
Q96MH2,Protein HEXIM2,Protein
Q96MH6,DGAT1/2-independent enzyme synthesizing storage lipids,Protein
Q96MI9,Cytosolic carboxypeptidase 4,Protein
615523,"Corneal dystrophy, Fuchs endothelial, 8",Disease
Q96MK3,Pseudokinase FAM20A,Protein
204690,Amelogenesis imperfecta 1G,Disease
Q96MM3,Zinc finger protein 42 homolog,Protein
Q96MM7,Heparan-sulfate 6-O-sulfotransferase 2,Protein
301025,Paganini-Miozzo syndrome,Disease
Q96MN2,"NACHT, LRR and PYD domains-containing protein 4",Protein
Q96MN9,Zinc finger protein 488,Protein
Q96MP8,BTB/POZ domain-containing protein KCTD7,Protein
611726,"Epilepsy, progressive myoclonic 3, with or without intracellular inclusions",Disease
Q96MS0,Roundabout homolog 3,Protein
607313,"Gaze palsy, familial horizontal, with progressive scoliosis, 1",Disease
Q96MT3,Prickle-like protein 1,Protein
612437,"Epilepsy, progressive myoclonic 1B",Disease
Q96MT7,Cilia- and flagella-associated protein 44,Protein
617593,Spermatogenic failure 20,Disease
Q96MT8,Centrosomal protein of 63 kDa,Protein
614728,Seckel syndrome 6,Disease
Q96MU7,YTH domain-containing protein 1,Protein
Q96MU8,Kremen protein 1,Protein
617392,"Ectodermal dysplasia 13, hair/tooth type",Disease
Q96MV1,TLC domain-containing protein 4,Protein
Q96MV8,Palmitoyltransferase ZDHHC15,Protein
300577,"Intellectual developmental disorder, X-linked 91",Disease
Q96MW5,Conserved oligomeric Golgi complex subunit 8,Protein
611182,Congenital disorder of glycosylation 2H,Disease
Q96MX0,CKLF-like MARVEL transmembrane domain-containing protein 3,Protein
Q96MX3,Zinc finger protein 48,Protein
Q96MY7,Protein FAM161B,Protein
Q96N16,Janus kinase and microtubule-interacting protein 1,Protein
Q96N19,Integral membrane protein GPR137,Protein
Q96N21,AP-4 complex accessory subunit Tepsin,Protein
Q96N58,Zinc finger protein 578,Protein
Q96N64,PWWP domain-containing protein 2A,Protein
Q96N66,Lysophospholipid acyltransferase 7,Protein
617188,"Intellectual developmental disorder, autosomal recessive 57",Disease
Q96N67,Dedicator of cytokinesis protein 7,Protein
615859,Developmental and epileptic encephalopathy 23,Disease
Q96N76,Urocanate hydratase,Protein
276880,Urocanase deficiency,Disease
Q96N77,Zinc finger protein 641,Protein
Q96N87,Inactive sodium-dependent neutral amino acid transporter BAT3 neutral amino acid transporter AT3),Protein
Q96N95,Zinc finger protein 396,Protein
Q96N96,Spermatogenesis-associated protein 13,Protein
Q96NA2,Rab-interacting lysosomal protein,Protein
Q96NB1,Centrosomal protein 20,Protein
Q96NB2,Sideroflexin-2,Protein
Q96NB3,Zinc finger protein 830,Protein
Q96NC0,Zinc finger matrin-type protein 2,Protein
Q96NE9,FERM domain-containing protein 6,Protein
Q96NG3,Outer dynein arm-docking complex subunit 4,Protein
617092,"Ciliary dyskinesia, primary, 35",Disease
Q96NG5,Zinc finger protein 558,Protein
Q96NH3,Protein broad-minded,Protein
Q96NI6,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,Protein
Q96NL6,Sodium channel and clathrin linker 1,Protein
Q96NL8,Cilia- and flagella-associated protein 418,Protein
614500,Cone-rod dystrophy 16,Disease
617406,Bardet-Biedl syndrome 21,Disease
Q96NM4,TOX high mobility group box family member 2,Protein
Q96NN9,Apoptosis-inducing factor 3,Protein
Q96NR3,Patched domain-containing protein 1,Protein
300830,"Autism, X-linked 4",Disease
Q96NR8,Retinol dehydrogenase 12,Protein
612712,Leber congenital amaurosis 13,Disease
Q96NT0,Coiled-coil domain-containing protein 115,Protein
616828,Congenital disorder of glycosylation 2O,Disease
Q96NT3,Protein GUCD1,Protein
Q96NT5,Proton-coupled folate transporter,Protein
229050,Hereditary folate malabsorption,Disease
Q96NU1,Sterile alpha motif domain-containing protein 11,Protein
Q96NW4,Ankyrin repeat domain-containing protein 27,Protein
Q96NW7,Leucine-rich repeat-containing protein 7,Protein
Q96NX5,Calcium/calmodulin-dependent protein kinase type 1G,Protein
Q96NY7,Chloride intracellular channel protein 6,Protein
Q96NY8,Nectin-4 [Cleaved into: Processed poliovirus receptor-related protein 4],Protein
613573,Ectodermal dysplasia-syndactyly syndrome 1,Disease
Q96NY9,Crossover junction endonuclease MUS81,Protein
Q96NZ1,Forkhead box protein N4,Protein
Q96NZ8,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Protein
Q96NZ9,Proline-rich acidic protein 1,Protein
Q96P09,Baculoviral IAP repeat-containing protein 8,Protein
Q96P11,28S rRNA)-methyltransferase,Protein
Q96P15,Serpin B11,Protein
Q96P16,Regulation of nuclear pre-mRNA domain-containing protein 1A,Protein
Q96P20,"NACHT, LRR and PYD domains-containing protein 3",Protein
120100,Familial cold autoinflammatory syndrome 1,Disease
191900,Muckle-Wells syndrome,Disease
607115,Chronic infantile neurologic cutaneous and articular syndrome,Disease
148200,Keratoendothelitis fugax hereditaria,Disease
617772,"Deafness, autosomal dominant, 34, with or without inflammation",Disease
Q96P26,Cytosolic 5'-nucleotidase 1B,Protein
Q96P31,Fc receptor-like protein 3,Protein
Q96P44,Collagen alpha-1 chain,Protein
Q96P47,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",Protein
Q96P48,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",Protein
Q96P53,WD repeat and FYVE domain-containing protein 2,Protein
Q96P56,Cation channel sperm-associated protein 2,Protein
611102,Deafness-infertility syndrome,Disease
Q96P63,Serpin B12,Protein
Q96P65,Pyroglutamylated RF-amide peptide receptor,Protein
Q96P66,Probable G-protein coupled receptor 101,Protein
300943,"Pituitary adenoma 2, growth hormone-secreting",Disease
Q96P68,2-oxoglutarate receptor 1,Protein
620374,"Nephrolithiasis, calcium oxalate, 2, with nephrocalcinosis",Disease
Q96P70,Importin-9,Protein
Q96P71,N-terminal EF-hand calcium-binding protein 3,Protein
Q96PB1,N-acetylneuraminate9-O-acetyltransferase,Protein
Q96PB7,Noelin-3,Protein
Q96PC2,Inositol hexakisphosphate kinase 3,Protein
Q96PC3,AP-1 complex subunit sigma-3,Protein
616106,"Psoriasis 15, pustular",Disease
Q96PC5,Melanoma inhibitory activity protein 2,Protein
Q96PD2,"Discoidin, CUB and LCCL domain-containing protein 2",Protein
Q96PD4,Interleukin-17F,Protein
613956,"Candidiasis, familial, 6",Disease
Q96PD5,N-acetylmuramoyl-L-alanine amidase,Protein
Q96PD6,2-acylglycerol O-acyltransferase 1,Protein
Q96PD7,Diacylglycerol O-acyltransferase 2,Protein
Q96PE1,Adhesion G protein-coupled receptor A2,Protein
Q96PE3,Inositol polyphosphate-4-phosphatase type I A,Protein
Q96PE7,"Methylmalonyl-CoA epimerase, mitochondrial",Protein
251120,Methylmalonyl-CoA epimerase deficiency,Disease
Q96PF1,Protein-glutamine gamma-glutamyltransferase Z),Protein
Q96PF2,Testis-specific serine/threonine-protein kinase 2,Protein
Q96PG8,"Bcl-2-binding component 3, isoforms 3/4",Protein
Q96PH1,NADPH oxidase 5,Protein
Q96PH6,Defensin beta 118,Protein
Q96PJ5,Fc receptor-like protein 4,Protein
Q96PK6,RNA-binding protein 14,Protein
Q96PL5,Erythroid membrane-associated protein,Protein
Q96PM5,RING finger and CHY zinc finger domain-containing protein 1,Protein
Q96PM9,Zinc finger protein 385A,Protein
Q96PN6,Adenylate cyclase type 10,Protein
143870,Hypercalciuria absorptive 2,Disease
Q96PN7,Transcriptional-regulating factor 1,Protein
Q96PN8,Testis-specific serine/threonine-protein kinase 3,Protein
Q96PP8,Guanylate-binding protein 5,Protein
Q96PP9,Guanylate-binding protein 4,Protein
Q96PQ0,VPS10 domain-containing receptor SorCS2 [Cleaved into: SorCS2 122 kDa chain; SorCS2 104 kDa chain; SorCS2 18 kDa chain],Protein
Q96PQ1,Sialic acid-binding Ig-like lectin 12,Protein
Q96PQ6,Zinc finger protein 317,Protein
Q96PR1,Voltage-gated potassium channel KCNC2,Protein
619913,Developmental and epileptic encephalopathy 103,Disease
Q96PS8,Aquaporin-10,Protein
Q96PU4,E3 ubiquitin-protein ligase UHRF2,Protein
Q96PU5,E3 ubiquitin-protein ligase NEDD4-like,Protein
617201,Periventricular nodular heterotopia 7,Disease
Q96PU8,KH domain-containing RNA-binding protein QKI,Protein
Q96PV0,Ras/Rap GTPase-activating protein SynGAP,Protein
612621,"Intellectual developmental disorder, autosomal dominant 5",Disease
Q96PV4,Paraneoplastic antigen-like protein 5,Protein
Q96PV6,Leukocyte receptor cluster member 8,Protein
Q96PV7,Protein FAM193B,Protein
Q96PX1,E3 ubiquitin ligase RNF157,Protein
Q96PX8,SLIT and NTRK-like protein 1,Protein
613229,Trichotillomania,Disease
Q96PX9,Pleckstrin homology domain-containing family G member 4B,Protein
Q96PY5,Formin-like protein 2,Protein
Q96PY6,Serine/threonine-protein kinase Nek1,Protein
263520,Short-rib thoracic dysplasia 6 with or without polydactyly,Disease
617892,Amyotrophic lateral sclerosis 24,Disease
252100,Orofaciodigital syndrome 2,Disease
Q96PZ0,Pseudouridylate synthase 7 homolog,Protein
618342,"Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature",Disease
Q96PZ2,Serine protease FAM111A,Protein
127000,Kenny-Caffey syndrome 2,Disease
602361,Gracile bone dysplasia,Disease
Q96PZ7,CUB and sushi domain-containing protein 1,Protein
Q96Q04,Serine/threonine-protein kinase LMTK3,Protein
Q96Q05,Trafficking protein particle complex subunit 9,Protein
613192,"Intellectual developmental disorder, autosomal recessive 13",Disease
Q96Q06,Perilipin-4,Protein
601846,"Myopathy with rimmed ubiquitin-positive autophagic vacuolation, autosomal dominant",Disease
Q96Q07,BTB/POZ domain-containing protein 9,Protein
611185,Restless legs syndrome 6,Disease
Q96Q11,"CCA tRNA nucleotidyltransferase 1, mitochondrial",Protein
616084,"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay",Disease
616959,Retinitis pigmentosa and erythrocytic microcytosis,Disease
Q96Q15,Serine/threonine-protein kinase SMG1,Protein
Q96Q27,Ankyrin repeat and SOCS box protein 2,Protein
Q96Q35,Flagellum-associated coiled-coil domain-containing protein 1,Protein
Q96Q40,Cyclin-dependent kinase 15,Protein
Q96Q42,Alsin,Protein
205100,Amyotrophic lateral sclerosis 2,Disease
606353,Juvenile primary lateral sclerosis,Disease
607225,Infantile-onset ascending spastic paralysis,Disease
Q96Q45,Transmembrane protein 237,Protein
614424,Joubert syndrome 14,Disease
Q96Q77,Calcium and integrin-binding family member 3,Protein
Q96Q80,Derlin-3,Protein
Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,Protein
Q96Q89,Kinesin-like protein KIF20B,Protein
Q96Q91,Anion exchange protein 4,Protein
Q96QA5,"Gasdermin-A [Cleaved into: Gasdermin-A, N-terminal; Gasdermin-A, C-terminal]",Protein
Q96QB1,Rho GTPase-activating protein 7,Protein
Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10,Protein
Q96QD8,Sodium-coupled neutral amino acid symporter 2,Protein
Q96QD9,UAP56-interacting factor,Protein
Q96QE2,Proton myo-inositol cotransporter-myo-inositol cotransporter)-myo-inositol symporter),Protein
Q96QE3,ATPase family AAA domain-containing protein 5,Protein
Q96QE5,"Transcription elongation factor, mitochondrial",Protein
620451,Combined oxidative phosphorylation deficiency 58,Disease
Q96QF0,Rab-3A-interacting protein,Protein
Q96QF7,Germ cell nuclear acidic protein,Protein
301077,"Spermatogenic failure, X-linked, 4",Disease
Q96QG7,Myotubularin-related protein 9,Protein
Q96QH2,PML-RARA-regulated adapter molecule 1,Protein
Q96QI5,Heparan sulfate glucosamine 3-O-sulfotransferase 6,Protein
619367,"Angioedema, hereditary, 8",Disease
Q96QK1,Vacuolar protein sorting-associated protein 35,Protein
614203,Parkinson disease 17,Disease
Q96QP1,Alpha-protein kinase 1,Protein
614979,"Retinal dystrophy, optic nerve edema, splenomegaly, anhidrosis, and migraine headache syndrome",Disease
Q96QR8,Transcriptional regulator protein Pur-beta,Protein
Q96QS3,Homeobox protein ARX,Protein
300215,"Lissencephaly, X-linked 2",Disease
308350,Developmental and epileptic encephalopathy 1,Disease
309510,Partington syndrome,Disease
300419,"Intellectual developmental disorder, X-linked 29",Disease
300004,"Agenesis of the corpus callosum, with abnormal genitalia",Disease
Q96QS6,Serine/threonine-protein kinase H2,Protein
Q96QT4,"Transient receptor potential cation channel subfamily M member 7 [Cleaved into: TRPM7 kinase, cleaved form; TRPM7 channel, cleaved form]",Protein
105500,Amyotrophic lateral sclerosis-parkinsonism/dementia complex 1,Disease
Q96QT6,PHD finger protein 12,Protein
Q96QU1,Protocadherin-15,Protein
602083,Usher syndrome 1F,Disease
601067,Usher syndrome 1D/F,Disease
609533,"Deafness, autosomal recessive, 23",Disease
Q96QU8,Exportin-6,Protein
Q96QV1,Hedgehog-interacting protein,Protein
Q96QV6,Histone H2A type 1-A,Protein
Q96QZ7,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",Protein
Q96R06,Sperm-associated antigen 5,Protein
Q96RD6,Pannexin-2,Protein
Q96RD7,Pannexin-1 [Cleaved into: Caspase-activated pannexin-1],Protein
618550,Oocyte/zygote/embryo maturation arrest 7,Disease
Q96RD9,Fc receptor-like protein 5,Protein
Q96RE7,Nucleus accumbens-associated protein 1,Protein
617393,"Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination",Disease
Q96RE9,Zinc finger protein 300,Protein
Q96RF0,Sorting nexin-18,Protein
Q96RG2,PAS domain-containing serine/threonine-protein kinase,Protein
Q96RI0,Proteinase-activated receptor 4,Protein
Q96RI1,Bile acid receptor,Protein
617049,"Cholestasis, progressive familial intrahepatic, 5",Disease
DB16255,Nidufexor,Drug
DB16343,Tropifexor,Drug
Q96RI8,Trace amine-associated receptor 6,Protein
Q96RJ0,Trace amine-associated receptor 1,Protein
DB06714,Propylhexedrine,Drug
Q96RJ3,Tumor necrosis factor receptor superfamily member 13C,Protein
613494,"Immunodeficiency, common variable, 4",Disease
Q96RJ6,Fer3-like protein,Protein
Q96RK0,Protein capicua homolog,Protein
617600,"Intellectual developmental disorder, autosomal dominant 45",Disease
Q96RK4,BBSome complex member BBS4,Protein
615982,Bardet-Biedl syndrome 4,Disease
Q96RL1,BRCA1-A complex subunit RAP80,Protein
Q96RL6,Sialic acid-binding Ig-like lectin 11,Protein
Q96RL7,Intermembrane lipid transfer protein VPS13A,Protein
200150,Choreoacanthocytosis,Disease
Q96RN1,Testis anion transporter 1,Protein
606766,Spermatogenic failure 3,Disease
Q96RN5,Mediator of RNA polymerase II transcription subunit 15,Protein
Q96RP3,Urocortin-2,Protein
Q96RP7,Galactose-3-O-sulfotransferase 4,Protein
Q96RP9,"Elongation factor G, mitochondrial",Protein
609060,Combined oxidative phosphorylation deficiency 1,Disease
Q96RQ1,Endoplasmic reticulum-Golgi intermediate compartment protein 2,Protein
Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",Protein
210200,3-methylcrotonoyl-CoA carboxylase 1 deficiency,Disease
Q96RQ9,L-amino-acid oxidase,Protein
Q96RR1,Twinkle mtDNA helicase,Protein
609286,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant, 3",Disease
271245,Mitochondrial DNA depletion syndrome 7,Disease
616138,Perrault syndrome 5,Disease
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2,Protein
Q96RS0,Trimethylguanosine synthase methyltransferase),Protein
Q96RS6,NudC domain-containing protein 1,Protein
Q96RT1,Erbin,Protein
Q96RT7,Gamma-tubulin complex component 6,Protein
251270,"Microcephaly and chorioretinopathy, autosomal recessive, 1",Disease
Q96RT8,Gamma-tubulin complex component 5,Protein
Q96RU2,Ubiquitin carboxyl-terminal hydrolase 28,Protein
Q96RU3,Formin-binding protein 1,Protein
Q96RU7,Tribbles homolog 3,Protein
Q96RU8,Tribbles homolog 1,Protein
Q96RW7,Hemicentin-1,Protein
603075,"Macular degeneration, age-related, 1",Disease
Q96RY7,Intraflagellar transport protein 140 homolog,Protein
266920,Short-rib thoracic dysplasia 9 with or without polydactyly,Disease
617781,Retinitis pigmentosa 80,Disease
Q96S06,Lipase maturation factor 1,Protein
246650,Combined lipase deficiency,Disease
Q96S15,GATOR2 complex protein WDR24,Protein
Q96S16,JmjC domain-containing protein 8,Protein
Q96S21,Ras-related protein Rab-40C,Protein
Q96S37,Solute carrier family 22 member 12,Protein
220150,Hypouricemia renal 1,Disease
Q96S38,Ribosomal protein S6 kinase delta-1,Protein
Q96S42,Nodal homolog,Protein
270100,"Heterotaxy, visceral, 5, autosomal",Disease
Q96S44,EKC/KEOPS complex subunit TP53RK,Protein
617730,Galloway-Mowat syndrome 4,Disease
Q96S52,GPI transamidase component PIG-S,Protein
618143,Glycosylphosphatidylinositol biosynthesis defect 18,Disease
Q96S53,Dual specificity testis-specific protein kinase 2,Protein
Q96S55,ATPase WRNIP1,Protein
Q96S59,Ran-binding protein 9,Protein
Q96S65,Cysteine/serine-rich nuclear protein 1,Protein
Q96S66,Chloride channel CLIC-like protein 1,Protein
609913,Retinitis pigmentosa 32,Disease
Q96S82,Ubiquitin-like protein 7,Protein
Q96S94,Cyclin-L2,Protein
Q96S97,Myeloid-associated differentiation marker,Protein
Q96S99,Pleckstrin homology domain-containing family F member 1,Protein
Q96SB3,Neurabin-2,Protein
Q96SB4,SRSF protein kinase 1,Protein
Q96SB8,Structural maintenance of chromosomes protein 6,Protein
Q96SC8,Doublesex- and mab-3-related transcription factor A2,Protein
Q96SD1,Protein artemis,Protein
Q96SF7,T-box transcription factor TBX15,Protein
260660,Cousin syndrome,Disease
Q96SI1,BTB/POZ domain-containing protein KCTD15,Protein
Q96SI9,Spermatid perinuclear RNA-binding protein,Protein
Q96SL1,Solute carrier family 49 member 4,Protein
Q96SL4,Glutathione peroxidase 7,Protein
Q96SN7,Protein orai-2,Protein
Q96SN8,CDK5 regulatory subunit-associated protein 2,Protein
604804,"Microcephaly 3, primary, autosomal recessive",Disease
Q96SQ5,Zinc finger protein 587,Protein
Q96SQ7,Transcription factor ATOH8,Protein
Q96SQ9,Cytochrome P450 2S1,Protein
Q96ST2,Protein IWS1 homolog,Protein
Q96ST3,Paired amphipathic helix protein Sin3a,Protein
613406,Witteveen-Kolk syndrome,Disease
Q96ST8,Centrosomal protein of 89 kDa,Protein
Q96SU4,Oxysterol-binding protein-related protein 9,Protein
Q96SW2,Protein cereblon,Protein
607417,"Intellectual developmental disorder, autosomal recessive 2",Disease
Q96SZ4,Zinc finger and SCAN domain-containing protein 10,Protein
Q96SZ5,2-aminoethanethiol dioxygenase,Protein
Q96SZ6,Mitochondrial tRNA methylthiotransferase CDK5RAP1adenosine methylthiotransferase),Protein
Q96T21,Selenocysteine insertion sequence-binding protein 2,Protein
609698,"Thyroid hormone metabolism, abnormal, 1",Disease
Q96T23,Remodeling and spacing factor 1,Protein
Q96T37,RNA-binding protein 15,Protein
Q96T49,Protein phosphatase 1 regulatory inhibitor subunit 16B,Protein
Q96T51,RUN and FYVE domain-containing protein 1,Protein
Q96T52,Mitochondrial inner membrane protease subunit 2,Protein
137580,Gilles de la Tourette syndrome,Disease
Q96T53,Ghrelin O-acyltransferase,Protein
Q96T54,Potassium channel subfamily K member 17 channel 4) channel 2),Protein
Q96T55,Potassium channel subfamily K member 16 channel 1),Protein
Q96T58,Msx2-interacting protein,Protein
619312,Radio-Tartaglia syndrome,Disease
Q96T60,Bifunctional polynucleotide phosphatase/kinase [Includes: Polynucleotide 3'-phosphatase-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase],Protein
613402,"Microcephaly, seizures, and developmental delay",Disease
616267,Ataxia-oculomotor apraxia 4,Disease
Q96T66,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,Protein
Q96T68,Histone-lysine N-methyltransferase SETDB2,Protein
Q96T76,MMS19 nucleotide excision repair protein homolog,Protein
Q96T83,Sodium/hydrogen exchanger 7/H exchanger 7),Protein
301024,"Intellectual developmental disorder, X-linked 108",Disease
Q96T88,E3 ubiquitin-protein ligase UHRF1,Protein
Q96T91,Glycoprotein hormone alpha-2,Protein
Q96TA1,Protein Niban 2,Protein
Q96TA2,ATP-dependent zinc metalloprotease YME1L1,Protein
617302,Optic atrophy 11,Disease
Q96TC7,Regulator of microtubule dynamics protein 3,Protein
Q99062,Granulocyte colony-stimulating factor receptor,Protein
162830,Hereditary neutrophilia,Disease
617014,"Neutropenia, severe congenital 7, autosomal recessive",Disease
DB18704,Efbemalenograstim alfa,Drug
DB15001,Eflapegrastim,Drug
DB13144,Lenograstim,Drug
DB13200,Lipegfilgrastim,Drug
Q99075,Proheparin-binding EGF-like growth factor [Cleaved into: Heparin-binding EGF-like growth factor],Protein
Q99081,Transcription factor 12,Protein
615314,Craniosynostosis 3,Disease
619718,Hypogonadotropic hypogonadism 26 with or without anosmia,Disease
Q99102,Mucin-4 [Cleaved into: Mucin-4 alpha chain; Mucin-4 beta chain],Protein
Q99217,"Amelogenin, X isoform",Protein
301200,Amelogenesis imperfecta 1E,Disease
Q99250,Sodium channel protein type 2 subunit alpha,Protein
607745,"Seizures, benign familial infantile, 3",Disease
613721,Developmental and epileptic encephalopathy 11,Disease
618924,Episodic ataxia 9,Disease
DB13908,Amylmetacresol,Drug
DB13520,Metergoline,Drug
Q99259,Glutamate decarboxylase 1,Protein
619124,Developmental and epileptic encephalopathy 89,Disease
Q99417,c-Myc-binding protein,Protein
Q99418,Cytohesin-2,Protein
Q99424,Peroxisomal acyl-coenzyme A oxidase 2,Protein
617308,Congenital bile acid synthesis defect 6,Disease
Q99426,Tubulin-folding cofactor B,Protein
Q99435,Protein kinase C-binding protein NELL2,Protein
Q99436,Proteasome subunit beta type-7,Protein
Q99437,V-type proton ATPase 21 kDa proteolipid subunit c'',Protein
Q99439,Calponin-2,Protein
Q99447,Ethanolamine-phosphate cytidylyltransferase,Protein
618770,"Spastic paraplegia 82, autosomal recessive",Disease
Q99453,Paired mesoderm homeobox protein 2B,Protein
209880,"Central hypoventilation syndrome, congenital, 1",Disease
613013,Neuroblastoma 2,Disease
Q99456,"Keratin, type I cytoskeletal 12",Protein
122100,"Corneal dystrophy, Meesmann 1",Disease
Q99459,Cell division cycle 5-like protein,Protein
Q99460,26S proteasome non-ATPase regulatory subunit 1,Protein
Q99466,Neurogenic locus notch homolog protein 4 [Cleaved into: Notch 4 extracellular truncation; Notch 4 intracellular domain],Protein
Q99467,CD180 antigen,Protein
Q99469,SH3 and cysteine-rich domain-containing protein,Protein
Q99471,Prefoldin subunit 5,Protein
Q99487,"Platelet-activating factor acetylhydrolase 2, cytoplasmic",Protein
Q99489,D-aspartate oxidase,Protein
Q99490,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",Protein
Q99496,E3 ubiquitin-protein ligase RING2,Protein
619460,Luo-Schoch-Yamamoto syndrome,Disease
Q99497,Parkinson disease protein 7,Protein
606324,Parkinson disease 7,Disease
Q99500,Sphingosine 1-phosphate receptor 3,Protein
Q99501,GAS2-like protein 1,Protein
Q99502,Eyes absent homolog 1,Protein
113650,Branchiootorenal syndrome 1,Disease
166780,Otofaciocervical syndrome 1,Disease
602588,Branchiootic syndrome 1,Disease
Q99504,Eyes absent homolog 3,Protein
Q99518,Flavin-containing monooxygenase 2,Protein
Q99519,Sialidase-1,Protein
256550,Sialidosis,Disease
Q99523,Sortilin,Protein
Q99527,G-protein coupled estrogen receptor 1,Protein
Q99536,Synaptic vesicle membrane protein VAT-1 homolog,Protein
Q99538,Legumain,Protein
Q99541,Perilipin-2,Protein
Q99542,Matrix metalloproteinase-19,Protein
611543,Cavitary optic disc anomalies,Disease
Q99543,"DnaJ homolog subfamily C member 2 [Cleaved into: DnaJ homolog subfamily C member 2, N-terminally processed]",Protein
Q99547,M-phase phosphoprotein 6,Protein
Q99549,M-phase phosphoprotein 8,Protein
Q99550,M-phase phosphoprotein 9,Protein
Q99551,"Transcription termination factor 1, mitochondrial",Protein
Q99558,Mitogen-activated protein kinase kinase kinase 14,Protein
620449,Immunodeficiency 112,Disease
Q99567,Nuclear pore complex protein Nup88,Protein
618393,Fetal akinesia deformation sequence 4,Disease
Q99569,Plakophilin-4,Protein
Q99570,Phosphoinositide 3-kinase regulatory subunit 4,Protein
Q99571,P2X purinoceptor 4,Protein
Q99572,P2X purinoceptor 7,Protein
Q99574,Neuroserpin,Protein
604218,"Encephalopathy, familial, with neuroserpin inclusion bodies",Disease
Q99575,Ribonucleases P/MRP protein subunit POP1,Protein
617396,Anauxetic dysplasia 2,Disease
Q99576,TSC22 domain family protein 3,Protein
Q99578,GTP-binding protein Rit2,Protein
Q99581,Protein FEV,Protein
Q99583,Max-binding protein MNT,Protein
Q99584,Protein S100-A13,Protein
Q99590,Protein SCAF11,Protein
Q99592,Zinc finger and BTB domain-containing protein 18,Protein
612337,"Intellectual developmental disorder, autosomal dominant 22",Disease
Q99593,T-box transcription factor TBX5,Protein
142900,Holt-Oram syndrome,Disease
Q99594,Transcriptional enhancer factor TEF-5,Protein
Q99595,Mitochondrial import inner membrane translocase subunit Tim17-A,Protein
Q99598,Translin-associated protein X,Protein
Q99607,ETS-related transcription factor Elf-4,Protein
301074,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",Disease
Q99608,Necdin,Protein
